id,Novel,NewActor,Extent-v,AvgMotion-v,PersonSize,People,#Actions
JQRMQ,9.6747,66,8.17,0.0038193,153.21,1,20
RPXAC,-0.32528,,9.825,0.0068056,267.26,1,8
0DD62,-2.3253,161,11.633,0.0089524,196.87,1,6
OKHVL,5.6747,0,13.382,2.9685e-08,178.83,1,17
RG0JH,-3.3253,,10.36,0.010167,85.648,1,5
0Z1PC,7.6747,,12.16,0.0086449,213.37,1,20
6XB10,-0.32528,0,22.025,0.014155,173.92,1,8
OGLCO,2.6747,,15.008,0.0021834,90.987,1,13
QVD5B,1.6747,0,12.05,0.002902,127.31,1,10
CWL92,-4.3253,,5.15,3.783e-05,120.75,1,2
FBOF0,-2.3253,,15.275,0.012346,79.617,1,8
FYYFX,1.6747,,12.075,0.02173,186.84,1,12
FQ8FN,-2.3253,,12.137,0.021755,225.16,1,8
HB02D,0.67472,,25.35,0.029826,226.95,1,10
4J1AP,-0.32528,134,16.122,5.4543e-05,152.87,1,9
DM2XL,-1.3253,0,11.85,0.01682,189.51,1,8
GYVK9,-1.3253,,7.65,0.0025299,63.066,1,6
CESHR,-3.3253,,5.75,4.8077e-06,70.075,1,4
DMO76,-1.3253,25,11.425,0.024385,147.42,1,8
2XKVQ,-4.3253,,18.325,0.0052992,175.34,1,4
HUWAZ,-2.3253,0,60.06,8.6838e-07,122.92,1,5
RGNQD,-0.32528,134,7.4,6.2691e-05,99.117,1,8
Z6B6S,2.6747,,15.991,0.010927,289.07,1,11
2DO31,-0.32528,,9.6375,0.0096056,143.89,1,8
T9Y1N,2.6747,,8.3538,0.015789,265.62,1,13
LA266,-2.3253,,12.933,0.017307,173.58,2,6
F1V30,-2.3253,0,11.433,2.9685e-08,199.2,1,6
XZ2WT,3.6747,,11.336,0.0077833,122.54,1,14
SKYIS,-1.3253,,4.6571,0.0026314,50.492,1,7
CYCEV,1.6747,88,8.525,0.03278,200.46,2,12
JQAO5,-3.3253,,8.12,0.0057189,143.49,1,5
TYWHY,1.6747,,9.0667,0.002987,119.35,1,12
AFIRW,-2.3253,,10.714,0.0030298,157.56,1,7
ACSP8,0.67472,,17.07,0.0039211,216.75,1,10
8ZPXA,0.67472,134,7.9,3.2682e-05,68.76,1,11
CPRBC,-3.3253,,25.36,0.028707,190.52,1,5
Q7TXX,-3.3253,55,20.28,0.00033495,156.01,1,5
QASDI,-2.3253,55,18.66,0.0027763,179.98,1,5
LGJAR,-1.3253,0,14.338,0.011483,212.74,2,8
TK1VC,1.6747,,6.4667,0.014476,144.55,1,12
00607,-1.3253,,11.325,0.0076826,140.42,1,8
AMT7R,-1.3253,0,10.7,0.0056294,182.17,1,7
A59CN,3.6747,,12.8,0.022851,214.14,1,13
KTDG0,-1.3253,,6.1429,0.0027806,114.76,1,7
BQ963,-3.3253,0,24.7,2.9685e-08,243.94,1,4
E89S9,2.6747,,6.1417,0.013208,183.07,1,12
UVLL9,-0.32528,,17.663,0.0017351,85.333,2,8
XT9D4,5.6747,,11.838,0.0037406,152.35,1,16
MVPPS,0.67472,,9.8,0.017465,192.55,1,11
X2JBJ,-3.3253,,22.84,0.0047785,203.53,1,5
ZC59Y,-1.3253,,14.129,0.00792,186.33,1,7
A1IUE,5.6747,,13.607,0.014482,145.16,2,15
EG0VZ,3.6747,,9.7214,0.0028454,88.275,1,14
8T0DD,-4.3253,,4.8,2.9685e-08,136.12,1,3
52KNA,2.6747,,10.067,0.026939,228.57,1,12
BM9NZ,1.6747,0,9.3455,0.0086806,159.71,1,11
MZ3I3,1.6747,0,10.717,0.0056322,280.05,1,12
O6DJW,3.6747,,6.1357,0.0027947,137.92,1,14
UL5X4,5.6747,59,11.02,,208.83,1,15
K4Q7F,-3.3253,,11.633,0.005454,188.9,1,6
ME4YL,8.6747,,7.0737,1.7547e-05,163.06,1,19
SM41Q,-2.3253,161,7.5714,0.0037314,155.3,1,7
2OJY8,2.6747,0,9.4,2.9685e-08,228.44,1,12
FFYL6,-2.3253,,6.2333,2.743e-05,161.42,1,6
GGN5G,-0.32528,,11.012,0.0030174,171.74,1,8
XU2N8,-0.32528,,33,0.032323,166.43,2,10
LSMNX,-2.3253,20,10.867,0.032659,198.78,1,6
3Q92U,-2.3253,,7.8333,0.04614,225.6,1,6
A7KHN,-3.3253,,14.05,0.00015234,116.39,1,6
UR55B,0.67472,,18.63,0.0033567,77.812,2,10
8N4O9,1.6747,,6.425,0.0071897,250.98,1,12
72LJ3,2.6747,0,14.65,2.9685e-08,225.52,1,12
12XD3,-0.32528,,9.2375,0.0070686,259.46,1,8
JC3TE,-0.32528,0,15.414,0.023973,161.13,2,7
IALUY,-2.3253,,10.257,0.027419,196.09,1,7
SANRG,7.6747,0,10.228,2.9685e-08,143.74,1,18
MWX5K,-1.3253,,7.7714,0.0036824,149.43,1,7
QYM5H,0.67472,59,11.1,0.012515,109.76,1,10
R55C1,-0.32528,,14.645,0.0079748,96.375,1,11
5TKIB,-0.32528,,11.088,0.006535,228.4,1,8
AL1WC,0.67472,,11.1,0.0047747,199.79,1,9
13IS9,-0.32528,,10.46,0.0026712,81.358,1,10
FQOGZ,4.6747,,7.1333,0.0078963,208.94,1,15
B47TS,-2.3253,161,12.543,0.0069432,163.62,1,7
WC5QK,0.67472,55,15.28,0.00033466,122.4,1,10
Y2EID,-2.3253,,7.8429,0.010886,172.66,1,7
V6H2O,-0.32528,66,16.69,0.0025007,136.38,1,10
6U47G,0.67472,,8.42,0.010273,143.58,1,10
OUPCK,0.67472,,13.956,0.0052958,144.98,1,9
2U3X0,11.675,0,8.5818,0.014805,147.98,1,22
KWHPI,-0.32528,,7.7778,0.014172,202.26,1,9
YACA8,0.67472,,10.82,0.0037954,188.24,1,10
ZJ37U,1.6747,80,17.391,0.0027636,58.591,1,11
F7TG5,2.6747,,7.3727,0.0037698,199.97,1,11
VS7VS,0.67472,,10.93,0.0057807,191.09,1,10
7835X,0.67472,,13.022,0.0062793,134.82,1,9
TM0BV,-1.3253,,8.8,0.0199,209.1,1,7
KGO3W,0.67472,,10.555,0.023113,179.38,1,11
PAS7F,3.6747,,7.4538,0.020942,207.81,1,13
5SBEY,0.67472,,5.4,0.011347,135.94,1,11
W8CWW,-0.32528,0,17.9,2.9685e-08,223.84,1,9
O7YEF,-0.32528,,8.4222,0.0023651,92.339,1,9
OOWBP,-1.3253,7,22.617,0.015946,156.39,1,6
TIPFG,2.6747,,13.464,0.004076,183.11,2,11
DGHSW,-1.3253,55,6.1286,0.0022749,44.455,1,7
48XER,0.67472,,9.24,0.020524,224.13,1,10
C6N6Y,-1.3253,,16.343,0.0030893,255.55,1,7
RRQEV,6.6747,134,7.4133,5.9479e-06,56.092,1,15
C4QKE,-2.3253,,25.933,0.002349,288.8,1,6
5INX3,1.6747,0,17.609,0.00039406,163.14,1,11
JCT0K,-3.3253,,11.271,0.00064052,153.69,1,7
VU760,-2.3253,,12.567,0.00016997,101.1,1,6
LCA0Q,-3.3253,0,24.82,0.0029021,264.96,1,5
541JP,-1.3253,,6.2333,0.00016731,48.114,1,6
U7AAB,-2.3253,,13.2,0.0036453,240.98,1,5
2UQKZ,-0.32528,55,13.75,0.0039858,140.56,1,8
2Z8G8,1.6747,0,14.45,2.9685e-08,243.45,1,10
93B2K,-2.3253,88,28.533,0.0096603,150.29,2,6
P6JGZ,0.67472,,5.7909,0.0036823,153.7,1,11
1W6ZK,-0.32528,,9.1667,0.017537,184.7,1,9
USNON,-2.3253,,11.16,0.012954,138.97,1,5
ABOBW,-5.3253,,0,0.0078942,113.53,1,1
FQM2N,1.6747,,7.09,0.002227,101.8,1,10
MTOFZ,-2.3253,,18.4,0.0040382,174.6,1,5
BDZNW,-0.32528,0,12.775,0.0042146,211.39,1,8
ECVER,-3.3253,0,19.42,2.9685e-08,209.46,1,5
EYZXC,1.6747,,12.292,0.0057865,124.55,1,12
EJFUA,-4.3253,0,26.725,2.9685e-08,190.65,1,4
XUUP0,-2.3253,,27,0.0066721,268.76,1,5
823U4,-5.3253,,0,0.010616,194.08,1,1
I2QTB,-0.32528,,7.4625,0.0062028,166.29,2,8
W3SC3,-0.32528,161,6.3889,0.01689,225.85,1,9
BFH78,12.675,,12.321,0.0056063,164.94,1,24
SKZUG,0.67472,,8.2667,0.0026437,110,1,9
OE2M1,1.6747,88,10.27,0.035305,197,2,10
NQMMJ,-0.32528,,15.95,0.015163,212.52,1,8
B6T4P,-1.3253,,27.929,0.0062899,223.63,1,7
J2XFQ,0.67472,,9.08,0.0058245,229.1,1,10
3T785,3.6747,,12.708,0.0074751,186.54,2,12
9CL96,-2.3253,,14.48,0.0038066,188.14,1,5
LBJ0W,2.6747,,9.9,0.028778,174.62,1,12
90W31,-5.3253,,30,0.001931,130.43,1,2
U33ZS,5.6747,,20.756,0.0091855,199.87,1,16
KY2KA,2.6747,55,9,0.0035059,124.97,1,12
6C0BK,-3.3253,55,12.85,0.0025223,147.74,1,6
22O95,-5.3253,,0,2.9685e-08,114.13,1,1
4K0BP,0.67472,,16.609,0.00020571,129.41,1,11
PIJRH,-0.32528,,15.156,0.0078176,175.08,1,9
SLHDI,0.67472,0,11.445,,143.54,1,11
C4MUA,-2.3253,80,16.283,6.5186e-05,65.271,1,6
Z0DO7,1.6747,,11.558,0.0045416,212.8,1,12
OEIR9,-1.3253,0,22.887,0.009485,150.64,2,8
EXW9K,-2.3253,0,19.417,,211.9,1,6
XRU9O,-4.3253,,14.75,0.0091032,198.22,1,4
S4P5J,5.6747,18,13.525,0.0052557,240.56,1,16
43CF9,3.6747,55,14.475,0.00028995,155.11,2,16
XGS3K,0.67472,,7.2667,0.017023,245.99,1,9
3C1ZN,-1.3253,,17.8,0.0023523,59.889,1,8
L2502,-0.32528,,14.863,0.024891,193.62,1,8
AT9UV,-3.3253,0,15.15,2.9685e-08,219.89,1,4
5E4XD,-5.3253,,0,0.022841,179.98,1,1
9RRED,2.6747,,6.875,0.013139,171.5,1,12
HBWLV,4.6747,,17.164,0.0029274,134.65,1,14
5TYXL,0.67472,,13.17,0.0092354,213.46,1,10
3LN8C,-3.3253,,8.4,0.020297,154.08,1,5
RDVGK,-4.3253,,15.033,0.0079744,252.39,2,3
IEQWT,-5.3253,0,9.8,0.0021392,222.02,1,2
GMLPK,0.67472,,16.391,0.0028029,169.13,1,11
L29HE,-2.3253,,9.4167,2.9685e-08,100.17,1,6
IQY10,-2.3253,134,4.92,2.9685e-08,176.58,1,5
FLDHS,2.6747,161,8.5846,0.0040958,150.51,1,13
Y1HGC,-2.3253,55,17.129,0.00035911,153.45,1,7
QWKVM,5.6747,,8.9824,0.011466,183.72,2,17
3NKHT,0.67472,0,15.256,0.0057202,274.18,1,9
YE6UZ,-0.32528,,10.644,0.0029498,135.21,1,9
G30NS,10.675,66,10.18,0.0021463,105.98,1,20
QXGK5,-3.3253,,7.4,0.004083,136.2,1,6
4SBL5,-0.32528,,15.556,0.0092352,227.81,1,9
V3SOF,2.6747,,7.2385,2.9685e-08,160.86,1,13
BIJYC,-0.32528,66,7.9714,0.0037154,134.51,1,7
D04GX,-0.32528,,6.5556,0.01454,208.02,1,9
CLB72,1.6747,,8.45,0.0035358,111.55,1,12
D4D2T,1.6747,,12.3,0.003035,223.63,1,13
BPT87,1.6747,,11.391,0.0041555,165.79,1,11
BVRAS,-2.3253,,11.114,0.0023366,195.46,1,7
OTL44,-3.3253,,4.875,3.124e-08,104.79,1,4
LIXE6,-1.3253,,12.871,0.021653,257.95,1,7
GKBSR,-1.3253,,16.8,0.024492,197.28,1,7
M014B,1.6747,0,10.564,2.9685e-08,285.09,1,11
330R7,-5.3253,,0,0.0037622,131.94,1,1
FXZI5,-1.3253,55,12.787,0.006293,156.47,2,8
T3R3K,5.6747,,12.831,0.0064398,75.23,2,16
P5YNX,1.6747,0,14.82,0.0072846,141.72,1,10
AFCDN,-0.32528,,8.08,0.0039854,249.35,1,10
3AKML,-2.3253,66,16.971,0.0026824,145.6,1,7
9BPW6,2.6747,18,20.25,0.0096677,151.4,1,12
ZVRBL,-2.3253,,11,0.0053116,147.95,1,6
MEHNH,-3.3253,,12.98,0.02738,197.68,1,5
XVLE2,-2.3253,25,11.2,0.012229,248.3,1,5
KOVTR,4.6747,161,13.273,0.0050292,140.2,1,15
4GHHK,3.6747,,8.5462,0.0041625,132.08,1,13
2NXFV,5.6747,55,16.481,0.0047105,165.34,2,16
EFADI,-0.32528,,8.2375,0.0059825,286.77,1,8
E6RD3,1.6747,0,11.017,2.9685e-08,250.7,1,12
YIIFF,-1.3253,55,10.357,0.0032543,154.25,1,7
PZNVV,-2.3253,55,11.983,0.0034308,152.82,1,6
KZR42,3.6747,,15.446,0.0024685,97.753,1,13
2KGV3,7.6747,161,14.5,0.0036032,134.95,1,18
9FVR3,3.6747,0,23.054,0.00047965,120.77,1,13
FTH7M,-0.32528,0,17.929,0.0078219,172.79,2,7
J95U1,0.67472,0,15.54,2.9685e-08,177.57,1,10
40IEF,-2.3253,0,26.367,0.002077,132.39,1,6
FK143,-0.32528,0,7.8889,2.9685e-08,197.58,1,9
U08M9,-1.3253,,18.383,0.00032678,116.58,1,6
CSPSU,6.6747,,9.2588,0.0079561,211.22,1,17
5DFKT,-0.32528,55,22.244,0.00021122,104.64,1,9
N86ED,5.6747,55,8.2333,0.00036562,117.92,1,15
RPY8D,1.6747,0,13.9,0.0039477,163.98,1,10
7JHW2,-4.3253,25,5.56,0.0094406,94.797,1,5
RCW5X,-4.3253,55,27.55,0.0029881,156.66,1,2
R5B50,0.67472,134,15.59,0.0033451,149.51,1,10
LYY21,-3.3253,,16,0.0025907,153.89,1,5
4KYZH,-2.3253,,8.7857,0.0027977,108.56,1,7
YXC7P,-2.3253,,8.62,2.9685e-08,122.75,1,5
MS4GA,-2.3253,55,7.0333,0.0004016,74.734,1,9
QQMY8,0.67472,,6.3,2.9685e-08,96.844,1,10
B4TWR,3.6747,,17.979,,210.24,2,14
5I5E5,-2.3253,55,19.74,0.000747,168.76,1,5
HT9YB,-0.32528,55,29.462,0.0038369,164.93,1,8
LUQWY,-0.32528,,16.855,0.027843,114.95,1,11
JMPKP,2.6747,80,7.4615,0.00031048,129.21,1,13
K6KNC,-2.3253,,5.6,2.9685e-08,144.66,1,6
WKVWF,2.6747,,7.9833,0.0027597,154.85,1,12
5UNMN,-1.3253,,6.4167,1.6905e-05,151.77,1,6
OE2OX,1.6747,,8.9583,0.017525,128.46,1,12
WLV4Q,-0.32528,,17.775,0.011938,244.58,1,8
LDNE2,-1.3253,,8.6143,0.0089572,183.92,1,7
GT43R,-0.32528,0,12.037,0.0028119,131.22,1,8
LD6TD,-0.32528,43,16.37,0.0036343,173.31,1,10
9AC1T,-1.3253,,11.5,0.0097283,219.42,2,6
X2IUY,-1.3253,,19,0.00624,173.75,2,7
XRG9K,-0.32528,,9.9778,2.9685e-08,98.04,1,9
KJRR9,-3.3253,,9.5833,0.012425,185.18,1,6
0E6H9,-1.3253,,19.414,0.013799,170.56,1,7
BJ7YW,-0.32528,,5.7714,3.1222e-07,118.01,1,7
U9NI5,5.6747,,9.8063,0.0093737,135.35,1,16
2KMGY,1.6747,161,6.5909,0.0038277,124.55,1,11
1P7GJ,0.67472,80,8.61,0.0089094,176.45,1,10
U7O1U,-0.32528,,13.878,0.0041381,108.33,2,9
44T8B,-3.3253,,13.92,0.0026888,194.25,1,5
IFRT0,-2.3253,,16.267,0.0054303,247.28,1,6
4UXE3,-0.32528,,7.6778,0.0023785,114.84,1,9
2OREK,-4.3253,55,5.5667,0.0033154,139.17,1,3
HDCT0,1.6747,,22.367,0.0023196,117.24,1,9
TDGNE,-3.3253,,9.76,0.0045961,252.28,1,5
AOAY0,3.6747,161,14.886,0.016765,137.86,2,14
VXJS4,-3.3253,0,13.317,0.0023283,266.07,1,6
HH1R7,-0.32528,43,12.233,0.0032937,182.66,1,9
1GII3,5.6747,29,6.9,0.0027824,161.66,1,17
7E2AJ,2.6747,134,5.4286,0.0033244,145.38,1,14
Y8L60,-0.32528,,5.7,0.0020959,95.303,1,9
DBHN6,-3.3253,,9.5667,0.019183,188.3,2,3
CM6T8,1.6747,,5.825,0.0010502,77.715,1,12
6KG58,-2.3253,,4.88,2.9685e-08,128.94,1,5
HG7C2,-2.3253,43,9.0167,,272.34,1,6
OB9D0,-1.3253,,20.243,0.0041547,202.17,1,7
86E2E,3.6747,,8.7385,0.0051765,69.749,1,13
5NV2Z,-0.32528,,10.012,0.0066436,116.95,1,8
MKMFK,-3.3253,25,13.575,0.012358,223.68,1,4
2Y8XQ,-0.32528,0,15.533,2.9685e-08,277.59,1,9
9J7EW,0.67472,0,15.53,2.9685e-08,246.15,1,10
NX8X9,-0.32528,0,13.744,0.0034528,268.5,1,9
BM3UJ,1.6747,,8.9154,0.007256,123.13,1,13
F2T43,-2.3253,,21.133,0.0053816,122.95,1,6
HJ4B1,2.6747,,9.3417,0.0023262,74.294,1,12
ECFMO,-3.3253,,15.24,0.0029073,72.327,1,5
RQRRD,2.6747,0,10.142,0.0057815,160.33,1,12
BDY1V,0.67472,0,8.0727,2.9685e-08,259.49,1,11
2AG8W,-1.3253,134,5.775,3.6354e-05,166.24,1,8
KERO6,-3.3253,0,19.46,0.00045818,198.9,1,5
5RPZA,0.67472,,28.633,0.0036917,97.027,2,9
ZIOET,-5.3253,,0,0.0022886,140.76,1,1
3MSZA,-3.3253,,13.9,0.0022202,169.78,1,5
QUAFE,2.6747,55,11.815,0.0022581,127.19,1,13
0LHWF,6.6747,,9.7588,0.00015689,83.361,1,17
0V9WT,-3.3253,0,10.075,2.9685e-08,185.59,1,4
3CLVI,5.6747,0,6.6222,0.0092079,209.65,1,18
3IAPG,3.6747,,7.5,6.7362e-05,107.71,1,13
O3Y57,2.6747,134,8.075,6.5858e-07,153.37,1,12
RO8Y6,-1.3253,0,8.2375,0.00092626,104.76,1,8
7KW31,-0.32528,,4.4778,0.003171,163.29,1,9
HMA8E,-2.3253,,9.7429,0.0073476,88.873,2,7
J7BOV,-0.32528,0,11.8,0.0054861,156.96,1,11
8D6PU,-4.3253,55,17.133,0.0026672,49.651,1,3
1F4JZ,-1.3253,,15.233,0.0028261,112,1,6
RGTLB,-1.3253,,24.129,0.020044,178.73,1,7
75F82,-3.3253,161,12.075,0.009124,110.26,1,4
0IKE9,-3.3253,55,15.617,0.0027352,100.98,1,6
H047B,-1.3253,55,8.7375,0.0047957,147.55,1,8
GN0M8,-1.3253,,12.086,0.01976,247.69,1,7
8HW76,1.6747,0,28.72,0.0024334,77.45,1,10
MLHCK,-0.32528,,15.475,0.011904,247.61,1,8
Y7CGN,0.67472,,11.613,0.028408,245.42,1,8
KOQGE,-2.3253,88,18.157,0.013173,158.57,2,7
MME0V,-4.3253,,10.667,0.013562,258.07,1,3
50EBU,-4.3253,0,33.72,2.9685e-08,232.08,1,5
M8OYC,1.6747,,10.9,0.00285,116.43,1,11
GR4MX,-3.3253,,9.16,0.014303,217.68,1,5
8W829,-0.32528,0,10.213,0.014128,165.52,1,8
31YNM,-0.32528,43,14.963,0.0081222,174.16,1,8
RLQ9K,-2.3253,0,13.1,0.0045642,151.9,1,6
JCFFS,-5.3253,70,0,0.0043415,114.51,1,1
LXLW4,-1.3253,0,22.171,0.007188,139.17,1,7
8IDIY,-3.3253,134,6.04,,139.95,1,5
IGF81,0.67472,0,9.6444,2.9685e-08,217.34,1,9
HP3HV,-2.3253,,8.2,0.0049291,145.12,1,5
HQ8ZM,-4.3253,,11.74,0.0043492,96.788,1,5
QBUAT,8.6747,,6.6947,0.0048141,153.51,1,19
SR8IK,2.6747,,17.438,0.0046499,74.931,1,13
9EEGQ,-2.3253,,10.65,0.024647,202.49,2,6
JOHZ0,-1.3253,0,11.75,0.005558,158.93,1,8
318CP,3.6747,,14.027,0.012778,178.61,1,15
UM5II,-1.3253,,13.863,0.0043946,139.49,1,8
HS14N,-2.3253,,9.0714,0.0026744,116.28,1,7
F024X,-1.3253,55,8.2833,0.003734,149.59,1,6
ZFT06,-0.32528,0,10.37,2.9685e-08,270.91,1,10
O3HV7,-2.3253,70,10.182,0.0028359,47.18,1,11
DOLQ1,-4.3253,134,5.05,2.9685e-08,164.08,1,2
MLWB5,0.67472,,11.922,0.0030486,108.7,1,9
47Y1V,-2.3253,,13.4,0.024124,228.07,1,5
8XJP7,-2.3253,,13.62,0.017742,145.8,1,5
UY0SK,4.6747,,7.7188,0.0098419,153.49,1,16
AM3U4,-4.3253,55,5,0.0027601,123.46,1,2
DPLMM,2.6747,,7.6083,0.00016718,100.4,1,12
5GHV3,0.67472,55,13.05,0.0032355,129.22,1,10
M4Z0M,-2.3253,55,7.46,1.178e-05,92.785,1,5
ZSAQG,-1.3253,,18.314,0.019631,213.38,2,7
HXUI5,-0.32528,,11.589,2.9685e-08,162.91,1,9
ZUU8W,-2.3253,0,37,0.011849,155.92,2,5
IKYAW,-2.3253,,11.22,0.011726,248.36,1,5
S407A,5.6747,,9.95,0.0034304,149.36,1,16
XSVLL,0.67472,,13.46,0.00042093,143.84,1,10
0HR01,-3.3253,0,15,0.0052819,242.36,1,4
AVSPS,0.67472,0,17.355,0.0070078,200.12,1,11
DCV2M,-1.3253,,11.811,0.012699,130.92,1,9
K1QIV,-1.3253,,18.914,0.0064095,236.79,2,7
VVQYB,-3.3253,,14.35,0.0049339,176.58,2,4
FR5FD,-1.3253,,16.643,0.0031086,108.53,1,7
2FG3P,-4.3253,,15.3,0.026449,200.54,1,3
J1KLV,-1.3253,88,18.411,0.023716,177.63,1,9
Q3Z4V,-0.32528,,9.93,0.017576,220.36,1,10
6V20P,-2.3253,134,6.1333,0.00018357,66.34,1,6
LG7WK,-1.3253,134,5.8667,7.8655e-06,105.37,1,6
1LEE4,-4.3253,,11.867,0.0054917,161.57,1,3
1TIAK,-1.3253,,5.1375,0.0097626,132.78,1,8
JVOM3,1.6747,,10.364,0.027689,250.72,1,11
3B97C,-3.3253,,6.42,0.0029805,84.41,1,5
HBL9L,0.67472,134,8.89,2.9685e-08,133.47,1,10
4H64T,-0.32528,0,12.256,2.9685e-08,207.22,1,9
UYZKX,3.6747,0,13.331,0.0085819,196.23,1,13
KZS5M,4.6747,,10.113,0.018875,187.41,1,15
OMFVL,-2.3253,0,10.92,2.9685e-08,241.56,1,5
VAV4C,-1.3253,0,19.656,2.9685e-08,251.76,1,9
GI61S,-3.3253,,24,0.0091721,191.9,1,4
74GN1,-1.3253,,11.963,0.0026525,175.13,1,8
GHC5X,-0.32528,,7.0889,0.0060792,159.71,1,9
AWW55,8.6747,,18.385,0.027134,187.3,1,20
DD3Q1,-0.32528,,16.314,0.0028994,104.19,1,7
HYOQB,-0.32528,,5.7375,5.2555e-06,88.18,1,8
R1KMF,0.67472,,10.827,0.0068736,169.41,1,11
W7CR5,-3.3253,88,19.15,0.01341,157.09,2,4
S7JTZ,-0.32528,,8.2,0.0062598,189.31,1,10
FT9PW,-5.3253,,0,0.0028381,141.1,2,1
FQS7O,6.6747,,10.618,0.0023409,93.91,1,17
3G1OQ,-2.3253,,11.171,0.013721,208.97,1,7
NBMH9,-3.3253,,9.5,0.011068,177.99,1,5
SY5QP,3.6747,,9.0538,0.013031,272.45,1,13
6FJBD,4.6747,,10.679,0.0069396,175.54,1,14
WP5RH,-3.3253,,8.675,0.024908,216.9,1,4
TUJF4,-3.3253,,9.6333,0.0031433,119.2,1,6
HSKVH,1.6747,,6.4273,0.0029344,78.928,1,11
X87CU,-1.3253,55,32.771,0.0036302,148.38,2,7
PDH7G,-2.3253,,8.8333,0.022514,196.1,1,6
EDSUD,2.6747,,6.8083,0.0087232,239.26,1,12
YWS08,-2.3253,0,5.84,2.9685e-08,128.69,1,5
NEA53,-1.3253,,17.557,0.01467,195.07,1,7
K9EAZ,-0.32528,20,14.775,0.034078,195.59,1,8
M3OMM,-2.3253,,8.7167,8.3497e-06,161.44,1,6
47RAA,3.6747,0,11.1,2.9685e-08,226.37,1,13
CDVXN,-3.3253,,18.475,0.01108,241.61,1,4
YT2C3,0.67472,43,9.7273,0.03436,233.39,1,11
K6W5I,0.67472,19,9.55,0.0078049,166.92,1,10
K9UXS,-0.32528,0,14.887,0.0033441,136.94,1,8
1V30R,-3.3253,0,33,0.0051767,219.68,2,4
1XBU2,2.6747,,13.054,0.010166,124.23,2,13
P0NLV,-1.3253,,22.5,0.0040551,214.02,1,7
UD0P0,8.6747,0,14.815,0.0051756,133.99,2,20
XNGAV,-4.3253,,8.375,,101.44,1,4
7B6FP,-0.32528,134,7.7444,2.9685e-08,90.035,1,9
TCOXG,0.67472,,9.6455,0.042719,224.52,1,11
POACA,-1.3253,,15.957,0.0021366,33.588,1,7
26RQN,-1.3253,,11.883,0.029018,164.79,1,6
FV8CK,-0.32528,,9.6125,0.017562,132.14,2,8
8CCEV,4.6747,134,6.3714,7.1711e-06,129.5,1,14
0RNG6,-0.32528,,9.675,0.0089623,188.27,1,8
RSFGZ,-2.3253,,8.15,0.0036279,129.04,1,6
K0FAG,-0.32528,18,20.589,0.0030694,190.93,1,9
ZF7YA,-3.3253,66,10.62,0.002891,90.219,1,5
CR2IM,5.6747,,6.34,0.048915,166.63,1,15
DHDCF,-3.3253,,7.32,0.0026205,110.72,1,5
8KRLV,-3.3253,,5.575,2.4298e-07,55.818,1,4
76TOK,-1.3253,,28.225,0.010634,190.07,1,8
MRZ44,-4.3253,161,13.12,0.0040487,135.23,1,5
MYBRN,-0.32528,161,10.225,0.0074557,187.53,1,8
32K2C,-1.3253,80,30.371,0.0025428,57.919,1,7
H5CJD,-3.3253,,9.32,2.9685e-08,166.52,1,5
I52A6,-2.3253,43,7.4143,0.029417,241.56,1,7
01THT,-3.3253,,15.88,0.00040078,170.74,1,5
3JXKZ,-2.3253,80,20.738,0.00041023,158.33,1,8
4683D,-0.32528,,6.46,0.032722,190.93,2,10
35ZZP,4.6747,59,10.669,0.017065,277.66,1,16
EW8GX,4.6747,5,9.0538,0.023839,223.24,1,13
D0Y4L,-3.3253,,4.75,0.04174,188.58,1,4
XHN6Y,1.6747,,8.3167,0.0031925,149.16,1,12
APLZS,1.6747,,12.517,0.01067,146.35,1,12
O1PD3,-3.3253,0,12.75,5.1023e-05,95.824,1,4
YUTDC,-1.3253,0,14.988,0.001063,158.57,1,8
FQGW4,4.6747,,6.6067,1.0803e-07,126.8,1,15
VXEXI,5.6747,,22.913,0.010504,118.12,2,16
GAOV2,-0.32528,161,10.512,0.0061254,267.43,1,8
132HR,0.67472,,5.7444,0.0036118,127.06,1,9
ZZ4GP,-4.3253,,18.933,,147.18,1,3
HNPX7,-3.3253,,15.98,0.0027538,81.797,1,5
9HG4Z,0.67472,,8.04,2.8274e-07,138.98,1,10
TIWRY,1.6747,,8.6364,0.0036743,161.29,1,11
AX46Z,-0.32528,55,10.512,0.0038767,131.41,1,8
759MY,3.6747,,6.5,0.005459,99.485,1,14
AB2V6,3.6747,,10.271,0.0045425,166.5,1,14
Q7IQI,0.67472,,13.544,0.0045111,95.722,1,9
LHTSI,1.6747,80,13.436,8.5364e-07,80.629,1,11
SE2K2,-0.32528,55,16.256,0.0026314,170.85,2,9
1ZWPP,-0.32528,0,6.0222,0.0011349,184.16,1,9
3HRNV,-3.3253,,13.06,0.0022359,207.37,1,5
77Z0Z,0.67472,,11.378,0.017685,196.78,1,9
3OZUX,-0.32528,,8.5444,0.023862,140.01,2,9
D1NT7,0.67472,0,11.073,2.5498e-05,141.26,1,11
WX711,-0.32528,88,18.978,0.0089821,102.16,2,9
WWL0K,1.6747,,10.43,0.012161,162.27,1,10
7DEBA,-5.3253,,10.2,0.0090832,208.43,1,2
VXZBA,-4.3253,0,13.85,0.0075886,157.71,2,4
MIAE4,-2.3253,,6.6167,0.0046922,174.55,1,6
